Eventid,Description,See on
6144,Security policy in the group policy objects has been applied successfully,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6144
6145,One or more errors occured while processing security policy in the group policy objects,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6145
6272,Network Policy Server granted access to a user,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6272
6273,Network Policy Server denied access to a user,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6273
6274,Network Policy Server discarded the request for a user,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6274
6275,Network Policy Server discarded the accounting request for a user,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6275
6276,Network Policy Server quarantined a user,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6276
6277,Network Policy Server granted access to a user but put it on probation because the host did not meet the defined health policy,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6277
6278,Network Policy Server granted full access to a user because the host met the defined health policy,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6278
6279,Network Policy Server locked the user account due to repeated failed authentication attempts,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6279
6280,Network Policy Server unlocked the user account,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6280
6281,Code Integrity determined that the page hashes of an image file are not valid...,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6281
6400,BranchCache: Received an incorrectly formatted response while discovering availability of content.,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6400
6401,BranchCache: Received invalid data from a peer. Data discarded.,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6401
6402,BranchCache: The message to the hosted cache offering it data is incorrectly formatted.,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6402
6403,BranchCache: The hosted cache sent an incorrectly formatted response to the client's message to offer it data.,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6403
6404,BranchCache: Hosted cache could not be authenticated using the provisioned SSL certificate.,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6404
6405,BranchCache: %2 instance(s) of event id %1 occurred.,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6405
6406,%1 registered to Windows Firewall to control filtering for the following:,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6406
6407,%1,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6407
6408,Registered product %1 failed and Windows Firewall is now controlling the filtering for %2.,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6408
6409,BranchCache: A service connection point object could not be parsed,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6409
6410,Code integrity determined that a file does not meet the security requirements to load into a process. This could be due to the use of shared sections or other issues,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6410
6416,A new external device was recognized by the system.,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6416
6417,The FIPS mode crypto selftests succeeded,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6417
6418,The FIPS mode crypto selftests failed,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6418
6419,A request was made to disable a device,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6419
6420,A device was disabled,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6420
6421,A request was made to enable a device,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6421
6422,A device was enabled,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6422
6423,The installation of this device is forbidden by system policy,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6423
6424,"The installation of this device was allowed, after having previously been forbidden by policy",https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-6424
8191,Highest System-Defined Audit Message Value,https://learn.microsoft.com/en-us/previous-versions/windows/it-pro/windows-10/security/threat-protection/auditing/event-8191
